@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
have,VBP,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,1
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,NULL,NULL,voting,NN,NULL,NULL,in,IN,NULL,NULL,5
hold,VB,down,RP,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,our,'PP\S',strategic,JJ,NULL,NULL,NULL,NULL,NULL,NULL,4
up,RP,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,at,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,generally,RB,6
NULL,NULL,if,IN,NULL,NULL,rates,NNS,NULL,NULL,do,VBP,6
NULL,NULL,a,DT,special,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,her,'PP\S',personal,JJ,NULL,NULL,with,IN,NULL,NULL,1
had,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,1
to,TO,reduce,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
to,TO,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,sets,VBZ,NULL,NULL,rate,NN,policy,NN,NULL,NULL,6
NULL,NULL,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,reduce,VBP,6
raising,VBG,NULL,NULL,their,'PP\S',NULL,NULL,rates,NNS,NULL,NULL,6
of,IN,NULL,NULL,lowering,VBG,rates,NNS,NULL,NULL,to,TO,6
toward,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,if,IN,6
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,purchasing,VBG,1
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
think,VBP,NULL,NULL,long-term,JJ,rates,NNS,NULL,NULL,wo,MD,6
down,IN,NULL,NULL,the,DT,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,tumbled,VBD,6
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,fell,VBD,6
NULL,NULL,up,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
in,IN,NULL,NULL,european,JJ,NULL,NULL,rates,NNS,NULL,NULL,6
NULL,NULL,high,JJ,real,JJ,rates,NNS,NULL,NULL,leave,VBP,6
NULL,NULL,the,DT,usual,JJ,NULL,NULL,X,X,NULL,NULL,1
and,CC,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
looking,VBG,at,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
for,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,helped,VBD,6
to,TO,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
have,VB,NULL,NULL,an,DT,NULL,NULL,in,IN,buying,VBG,1
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
to,TO,pay,VB,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
with,IN,NULL,NULL,annual,JJ,NULL,NULL,of,IN,about,IN,6
NULL,NULL,loses,VBZ,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
of,IN,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,prompted,VBD,6
of,IN,NULL,NULL,buying,VBG,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,the,DT,high,JJ,rate,NN,medicine,NN,NULL,NULL,6
NULL,NULL,NULL,NULL,beneficial,JJ,NULL,NULL,in,IN,NULL,NULL,5
in,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,X,X,6
by,IN,NULL,NULL,rising,VBG,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,plus,CC,NULL,NULL,income,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,if,IN,NULL,NULL,payments,NNS,NULL,NULL,are,VBP,6
NULL,NULL,rising,VBG,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
fall,VBP,as,IN,NULL,NULL,rates,NNS,NULL,NULL,rise,VB,6
pay,VB,NULL,NULL,any,DT,NULL,NULL,until,IN,NULL,NULL,6
NULL,NULL,with,IN,NULL,NULL,rates,NNS,NULL,NULL,rising,VBG,6
by,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,if,IN,NULL,NULL,rates,NNS,NULL,NULL,rise,VBP,6
NULL,NULL,the,DT,national,JJ,NULL,NULL,in,IN,NULL,NULL,4
and,CC,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
to,TO,NULL,NULL,strong,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,non-steel,JJ,NULL,NULL,NULL,NULL,NULL,NULL,5
britain,NP,'\'s',POS,high,JJ,rates,NNS,NULL,NULL,X,X,6
has,VBZ,been,VBN,NULL,NULL,NULL,NULL,in,IN,acquiring,VBG,1
hooker,NP,'\'s',POS,majority,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',majority,NN,NULL,NULL,in,IN,NULL,NULL,5
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
NULL,NULL,an,DT,average,JJ,rate,NN,NULL,NULL,of,IN,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
lowered,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,repsol,NP,'\'s',POS,NULL,NULL,to,TO,NULL,NULL,5
NULL,NULL,a,DT,sizable,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,public,JJ,NULL,NULL,in,IN,NULL,NULL,1
clients,NNS,NULL,NULL,best,JJS,NULL,NULL,NULL,NULL,a,DT,4
cited,VBD,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,on,IN,6
have,VBP,sent,VBN,NULL,NULL,rates,NNS,NULL,NULL,for,IN,6
NULL,NULL,higher,JJR,corporate,JJ,payments,NNS,NULL,NULL,and,CC,6
ease,VB,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,soon,RB,6
was,VBD,pushing,VBG,NULL,NULL,rates,NNS,NULL,NULL,up,IN,6
to,TO,withhold,VB,NULL,NULL,payments,NNS,NULL,NULL,to,TO,6
NULL,NULL,their,'PP\S',protected,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,expects,VBZ,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
a,DT,sizable,JJ,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
of,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,a,DT,deep,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,his,'PP\S',long,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,or,CC,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,or,CC,NULL,NULL,payments,NNS,NULL,NULL,or,CC,6
expressed,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,moving,VBG,1
for,IN,NULL,NULL,debt,NN,NULL,NULL,X,X,NULL,NULL,6
with,IN,NULL,NULL,parochial,JJ,NULL,NULL,X,X,NULL,NULL,4
plus,CC,accrued,VBN,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,6
'\'s',POS,cash,NN,annual,JJ,bill,NN,NULL,NULL,is,VBZ,6
'n\'t',RB,include,VB,NULL,NULL,NULL,NULL,on,IN,more,JJR,6
NULL,NULL,paying,VBG,cash,NN,NULL,NULL,on,IN,NULL,NULL,6
meeting,VBG,NULL,NULL,its,'PP\S',NULL,NULL,and,CC,NULL,NULL,6
expressed,VBN,NULL,NULL,any,DT,NULL,NULL,at,IN,NULL,NULL,1
mrX,NP,trump,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,rate,NN,increases,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,any,DT,takeover,NN,NULL,NULL,NULL,NULL,saying,VBG,1
in,IN,NULL,NULL,foreign,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,broad,JJ,investor,NN,NULL,NULL,and,CC,was,VBD,1
NULL,NULL,raised,VBD,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
sharply,RB,because,IN,NULL,NULL,rate,NN,hikes,NNS,NULL,NULL,6
NULL,NULL,NULL,NULL,open,JJ,figures,NNS,NULL,NULL,released,VBN,5
NULL,NULL,NULL,NULL,open,JJ,NULL,NULL,is,VBZ,NULL,NULL,5
NULL,NULL,an,DT,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
strengthened,VBD,despite,IN,NULL,NULL,rate,NN,increases,NNS,NULL,NULL,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
let,VB,NULL,NULL,market,NN,rates,NNS,NULL,NULL,edge,VB,6
NULL,NULL,high,JJ,uXsX,NP,rates,NNS,NULL,NULL,compared,VBN,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,costs,NNS,NULL,NULL,X,X,6
share,VBP,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,rate,NN,worries,NNS,NULL,NULL,6
by,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,that,DT,higher,JJR,rates,NNS,NULL,NULL,are,VBP,6
the,DT,west,JJ,german,JJ,rate,NN,increase,NN,NULL,NULL,6
attracted,VBD,buying,NN,NULL,NULL,NULL,NULL,after,IN,NULL,NULL,1
to,TO,NULL,NULL,minority,NN,NULL,NULL,at,IN,NULL,NULL,5
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,and,CC,before,IN,5
NULL,NULL,its,'PP\S',official,JJ,rates,NNS,NULL,NULL,by,IN,6
germany,NP,'\'s',POS,benchmark,JJ,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,columbia,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,5
from,IN,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
of,IN,NULL,NULL,certain,JJ,payments,NNS,NULL,NULL,on,IN,6
plus,CC,accrued,JJ,NULL,NULL,NULL,NULL,of,IN,NULL,NULL,6
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
defaulted,VBD,in,IN,NULL,NULL,payments,NNS,NULL,NULL,in,IN,6
in,IN,NULL,NULL,british,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
boost,VB,NULL,NULL,key,JJ,rates,NNS,NULL,NULL,X,X,6
left,JJ,is,VBZ,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
by,IN,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,so,IN,6
up,RP,of,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
a,DT,substantial,JJ,emotional,JJ,NULL,NULL,at,IN,NULL,NULL,1
NULL,NULL,because,IN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,required,VBN,of,IN,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,6
the,DT,lowest,JJS,possible,JJ,rate,NN,NULL,NULL,X,X,6
the,DT,lowest,JJS,governmental,JJ,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,what,WP,rate,NN,NULL,NULL,would,MD,6
NULL,NULL,the,DT,expected,VBN,rate,NN,NULL,NULL,would,MD,6
proportionally,RB,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,NULL,NULL,an,DT,payment,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,a,DT,lower,JJR,rate,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,the,DT,bonus,NN,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,express,VBP,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,a,DT,big,JJ,NULL,NULL,in,IN,protecting,VBG,4
an,DT,eye-catching,JJ,first-year,JJ,rate,NN,NULL,NULL,of,IN,6
NULL,NULL,offer,VBP,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
the,DT,committee,NN,'\'s',POS,NULL,NULL,X,X,NULL,NULL,3
seeking,VBG,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,contributed,VBD,6
not,RB,pay,VB,NULL,NULL,NULL,NULL,periodically,RB,X,X,6
with,IN,NULL,NULL,current,JJ,bonds,NNS,due,JJ,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
make,VB,up,IN,NULL,NULL,shortfalls,NNS,NULL,NULL,in,IN,6
express,VBP,NULL,NULL,great,JJ,NULL,NULL,in,IN,knowing,VBG,1
that,IN,NULL,NULL,uXkX,NP,rates,NNS,NULL,NULL,might,MD,6
NULL,NULL,a,DT,prospective,JJ,rate,NN,increase,NN,NULL,NULL,6
NULL,NULL,NULL,NULL,investor,NN,NULL,NULL,yesterday,NN,centered,VBD,1
but,CC,NULL,NULL,investor,NN,NULL,NULL,NULL,NULL,NULL,NULL,1
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,would,MD,6
NULL,NULL,the,DT,brewing,NN,NULL,NULL,of,IN,NULL,NULL,5
because,IN,of,IN,NULL,NULL,income,NN,NULL,NULL,X,X,6
NULL,NULL,rising,VBG,NULL,NULL,rates,NNS,NULL,NULL,also,RB,6
pay,VB,NULL,NULL,any,DT,NULL,NULL,until,IN,NULL,NULL,6
of,IN,NULL,NULL,rising,VBG,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
push,VB,NULL,NULL,short-term,JJ,NULL,NULL,rates,NNS,NULL,NULL,6
pursue,VB,NULL,NULL,personal,JJ,NULL,NULL,X,X,NULL,NULL,3
to,TO,meet,VB,NULL,NULL,payments,NNS,NULL,NULL,are,VBP,6
NULL,NULL,the,DT,hefty,JJ,expense,NN,NULL,NULL,on,IN,6
than,IN,NULL,NULL,academic,JJ,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,a,DT,security,NN,NULL,NULL,in,IN,NULL,NULL,5
draw,VBP,NULL,NULL,more,JJR,NULL,NULL,at,IN,NULL,NULL,1
of,IN,NULL,NULL,sheer,JJ,NULL,NULL,NULL,NULL,NULL,NULL,1
in,IN,NULL,NULL,german,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,have,VBP,6
NULL,NULL,think,VBP,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
assumes,VBZ,NULL,NULL,the,DT,rate,NN,NULL,NULL,remains,VBZ,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
and,CC,NULL,NULL,personal,JJ,NULL,NULL,X,X,NULL,NULL,3
buy,VB,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
re-evaluate,JJ,his,'PP\S',own,JJ,NULL,NULL,and,CC,NULL,NULL,3
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
by,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
stirred,VBD,NULL,NULL,some,DT,NULL,NULL,among,IN,NULL,NULL,1
for,IN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
to,TO,NULL,NULL,their,'PP\S',NULL,NULL,X,X,NULL,NULL,4
and,CC,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
and,CC,NULL,NULL,unpaid,JJ,NULL,NULL,NULL,NULL,together,RB,6
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
and,CC,NULL,NULL,foreign,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,a,DT,general,JJ,NULL,NULL,in,IN,keeping,VBG,1
to,TO,allow,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
is,VBZ,stirring,VBG,NULL,NULL,NULL,NULL,among,IN,NULL,NULL,1
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
said,VBD,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
plus,CC,accrued,JJ,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,NULL,NULL,NULL,NULL,gleefully,RB,1
unsecured,JJ,and,CC,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,a,DT,reduced,JJ,rate,NN,NULL,NULL,X,X,6
exploit,VB,NULL,NULL,congressional,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
NULL,NULL,the,DT,increasing,VBG,NULL,NULL,by,IN,NULL,NULL,1
expressed,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,obtaining,VBG,1
acquire,VB,NULL,NULL,controlling,JJ,NULL,NULL,in,IN,NULL,NULL,5
cut,VB,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
to,TO,cut,VB,NULL,NULL,rates,NNS,NULL,NULL,fast,RB,6
raise,VB,NULL,NULL,key,JJ,rates,NNS,NULL,NULL,at,IN,6
NULL,NULL,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,abroad,RB,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
by,IN,NULL,NULL,the,DT,NULL,NULL,earned,VBN,on,IN,6
pushing,VBG,up,RP,NULL,NULL,rates,NNS,NULL,NULL,from,IN,6
influenced,VBN,by,IN,NULL,NULL,rates,NNS,NULL,NULL,because,IN,6
NULL,NULL,ford,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
expressed,VBN,NULL,NULL,an,DT,NULL,NULL,in,IN,buying,VBG,1
NULL,NULL,keep,VBP,NULL,NULL,NULL,NULL,pumped,VBD,up,RB,1
NULL,NULL,the,DT,average,JJ,rate,NN,NULL,NULL,inched,VBD,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
new,NP,york,NP,franchise,NN,NULL,NULL,for,IN,NULL,NULL,5
NULL,NULL,a,DT,large,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,metromedia,NP,'\'s',POS,NULL,NULL,NULL,NULL,and,CC,5
NULL,NULL,NULL,NULL,voting,NN,NULL,NULL,and,CC,NULL,NULL,5
45X67,AB,NULL,NULL,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,voting,NN,NULL,NULL,and,CC,NULL,NULL,5
NULL,NULL,NULL,NULL,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
has,VBZ,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,attaining,VBG,1
'\'s',POS,new,NP,york,NP,NULL,NULL,X,X,NULL,NULL,5
york-based,JJ,metromedia,NP,'\'s',POS,NULL,NULL,NULL,NULL,and,CC,5
NULL,NULL,metromedia,NP,'\'s',POS,NULL,NULL,NULL,NULL,NULL,NULL,5
to,TO,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,hold,VBP,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
doctors,NNS,NULL,NULL,private,JJ,NULL,NULL,with,IN,NULL,NULL,3
NULL,NULL,its,'PP\S',equity,NN,NULL,NULL,in,IN,NULL,NULL,5
a,DT,possible,JJ,uXkX,NP,rate,NN,increase,NN,NULL,NULL,6
attracted,VBD,NULL,NULL,investor,NN,NULL,NULL,because,IN,of,IN,1
NULL,NULL,higher,JJR,uXkX,NP,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,considerable,JJ,investor,NN,NULL,NULL,X,X,NULL,NULL,1
that,IN,NULL,NULL,their,'PP\S',NULL,NULL,is,VBZ,as,IN,1
and,CC,NULL,NULL,no,DT,charge,NN,NULL,NULL,during,IN,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
of,IN,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
his,'PP\S',11X4,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,may,MD,6
of,IN,NULL,NULL,retail,JJ,NULL,NULL,since,IN,NULL,NULL,1
consider,VB,NULL,NULL,lowering,VBG,rates,NNS,NULL,NULL,as,IN,6
about,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
on,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,fell,VBD,6
winning,VBG,NULL,NULL,net,JJ,cost,NN,NULL,NULL,for,IN,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
by,IN,NULL,NULL,lower,JJR,cost,NN,NULL,NULL,resulting,VBG,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,most,JJS,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
'\'s',VBZ,happening,VBG,to,TO,NULL,NULL,rates,NNS,NULL,NULL,6
for,IN,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
caused,VBN,by,IN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
on,IN,NULL,NULL,the,DT,NULL,NULL,from,IN,NULL,NULL,6
postpone,VBP,NULL,NULL,cash,NN,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,its,'PP\S',cellular,JJ,NULL,NULL,in,IN,NULL,NULL,5
mrX,NP,bush,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,uXsX,NP,national,JJ,NULL,NULL,are,VBP,headed,VBN,4
NULL,NULL,the,DT,insurance,NN,NULL,NULL,of,IN,NULL,NULL,5
end,VB,NULL,NULL,speculative,JJ,NULL,NULL,NULL,NULL,that,WDT,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
'\'s',POS,much-coveted,JJ,insurance,NN,NULL,NULL,in,IN,NULL,NULL,5
existing,VBG,NULL,NULL,french,JJ,NULL,NULL,to,TO,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,or,CC,6
said,VBD,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,have,VBP,6
NULL,NULL,the,DT,uXsX,NP,NULL,NULL,lies,VBZ,in,IN,4
amerigas,NP,'\'s',POS,industrial-gas,JJ,NULL,NULL,and,CC,is,VBZ,5
NULL,NULL,annualized,VBN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
by,IN,NULL,NULL,heavy,JJ,payments,NNS,NULL,NULL,and,CC,6
sold,VBD,NULL,NULL,its,'PP\S',NULL,NULL,as,IN,NULL,NULL,5
raise,VB,NULL,NULL,its,'PP\S',NULL,NULL,to,TO,NULL,NULL,5
signals,VBZ,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
on,IN,NULL,NULL,pushing,VBG,rates,NNS,NULL,NULL,down,RP,6
NULL,NULL,expects,VBZ,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,million,AB,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
15X7,AB,NULL,NULL,working,VBG,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,payments,NNS,NULL,NULL,due,JJ,6
NULL,NULL,british,JJ,thread,NN,NULL,NULL,could,MD,be,VB,5
and,CC,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,rose,VBD,5
NULL,NULL,NULL,NULL,minority,NN,NULL,NULL,and,CC,NULL,NULL,5
NULL,NULL,plus,CC,NULL,NULL,NULL,NULL,accrued,VBN,to,TO,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
